year,imdb,title,clean_test,binary,budget_2013$,domgross_2013$,intgross_2013$,adult,genres,prod_comps,overview,tagline,perc_women_producers,perc_women_directors
1988,tt0096061,Scrooged,ok,PASS,63028704,118825964.0,118825964.0,False,"Fantasy,Comedy,Drama","Paramount,Mirage Productions","Frank Cross is a wildly successful television executive whose cold ambition and curmudgeonly nature has driven away the love of his life. But after firing staff member Eliot Loudermilk  on Christmas Eve, Frank is visited by a series of ghosts who give him a chance to re-evaluate his actions and right the wrongs of his past.",The spirits will move you in odd and hysterical ways.,0.0,0.0
1988,tt0095489,The Land Before Time,ok,PASS,24226658,94725930.0,161457571.0,False,"Family,Animation,Adventure","Sullivan Bluth Studios,Lucasfilm Animation,Universal Pictures,U-Drive Productions,Amblin Entertainment","An orphaned brontosaurus named Littlefoot sets off in search of the legendary Great Valley. A land of lush vegetation where the dinosaurs can thrive and live in peace. Along the way he meets four other young dinosaurs, each one a different species, and they encounter several obstacles as they learn to work together in order to survive.",A new adventure is born.,0.0,0.0
1988,tt0095497,The Last Temptation of Christ,men,FAIL,13787529,16493007.0,16493007.0,False,Drama,"Universal Pictures,Cineplex-Odeon Films","Jesus, a humble Judean carpenter beginning to see that he is the son of God, is drawn into revolutionary action against the Roman occupiers by Judas -- despite his protestations that love, not violence, is the path to salvation. The burden of being the savior of mankind torments Jesus throughout his life, leading him to doubt.",,1.0,0.0
1988,tt0096256,They Live,nowomen,FAIL,7878588,25605411.0,25605411.0,False,"Science Fiction,Action","Universal Pictures,Alive Films,Larry Franco Productions","Nada, a wanderer without meaning in his life, discovers a pair of sunglasses capable of showing the world the way it truly is. As he walks the streets of Los Angeles, Nada notices that both the media and the government are comprised of subliminal messages meant to keep the population subdued, and that most of the social elite are skull-faced aliens bent on world domination. With this shocking discovery, Nada fights to free humanity from the mind-controlling aliens.",You see them on the street. You watch them on TV. You might even vote for one this fall. You think they're people just like you. You're wrong. Dead wrong.,0.0,0.0
1988,tt0096320,Twins,men,FAIL,29544705,220475172.0,426625542.0,False,Comedy,Universal Pictures,Julius and Vincent Benedict are the results of an experiment that would allow for the perfect child. Julius was planned and grows to athletic proportions. Vincent is an accident and is somewhat smaller in stature. Vincent is placed in an orphanage while Julius is taken to a south seas island and raised by philosophers. Vincent becomes the ultimate low life and is about to be killed by loan sharks.,Only their mother can tell them apart.,0.0,0.0
1988,tt0096438,Who Framed Roger Rabbit,notalk,FAIL,137875291,303547209.0,692330924.0,False,"Fantasy,Animation,Comedy,Crime","Amblin Entertainment,Silver Screen Partners III,Touchstone Pictures","'Toon star Roger is worried that his wife Jessica is playing pattycake with someone else, so the studio hires detective Eddie Valiant to snoop on her. But the stakes are quickly raised when Marvin Acme is found dead and Roger is the prime suspect.","It's the story of a man, a woman, and a rabbit in a triangle of trouble.",0.0,0.0
1988,tt0096487,Young Guns,notalk,FAIL,25605411,88095701.0,88095701.0,False,"Western,Crime,Action,Adventure",Morgan Creek Productions,"A group of young gunmen, led by Billy the Kid, become deputies to avenge the murder of the rancher who became their benefactor. But when Billy takes their authority too far, they become the hunted.",Six reasons why the west was wild.,0.0,0.0
1987,tt0092644,Beverly Hills Cop II,notalk,FAIL,41007948,315074388.0,567273267.0,False,"Action,Comedy,Crime","Eddie Murphy Productions,Paramount,Don Simpson/Jerry Bruckheimer Films","Axel heads for the land of sunshine and palm trees to find out who shot police Captain Andrew Bogomil. Thanks to a couple of old friends, Axel's investigation uncovers a series of robberies masterminded by a heartless weapons kingpin—and the chase is on.",The Heat's Back On!,0.0,0.0
1987,tt0092991,Evil Dead II,dubious,FAIL,7176391,12144594.0,12144594.0,False,"Horror,Comedy,Fantasy","Rosebud Releasing Corporation,Renaissance Pictures,Dino De Laurentiis Company","Ash Williams and his girlfriend Linda find a log cabin in the woods with a voice recording from an archeologist who had recorded himself reciting ancient chants from ""The Book of the Dead."" As they play the recording an evil power is unleashed taking over Linda's body.",Kiss Your Nerves Good-Bye!,0.0,0.0
1987,tt0093010,Fatal Attraction,dubious,FAIL,28705563,321185920.0,656332204.0,False,"Drama,Thriller",Paramount,"For Dan Gallagher, life is good. He is on the rise at his New York law firm, is happily married to his wife, Beth, and has a loving daughter. But, after a casual fling with a sultry book editor named Alex, everything changes. Jilted by Dan, Alex becomes unstable, her behavior escalating from aggressive pursuit to obsessive stalking. Dan realizes that his main problem is not hiding his affair, but rather saving himself and his family.","On the other side of drinks, dinner and a one-night stand, lies a terrifying love story.",0.5,0.0
1987,tt0093105,"Good Morning, Vietnam",notalk,FAIL,26655166,254090104.0,254090104.0,False,"Comedy,Drama,War","Touchstone Pictures,Silver Screen Partners III","A disk jockey goes to Vietnam to work for the Armed Forces Radio Service. While he becomes popular among the troops, his superiors disapprove of his humour.",Time to rock it from the Delta to the DMZ!,0.0,0.0
1987,tt0093177,Hellraiser,ok,PASS,2050397,29861988.0,29861988.0,False,"Horror,Thriller","New World Pictures,Cinemarque Entertainment BV,Film Futures,Rivdel Films","After tinkering with a box he bought while abroad, sexual deviant Frank inadvertently opens a portal to hell, where fetish-demons led by Pinhead tear his body apart. When Frank’s brother and his wife move into his house, a skeletal Frank appears to his sister-in-law and asks her to supply him with corpses for his regeneration.",He'll tear your soul apart.,0.0,0.0
1987,tt0093409,Lethal Weapon,notalk,FAIL,30755961,133670224.0,246442080.0,False,"Adventure,Action,Comedy,Thriller,Crime","Silver Pictures,Warner Bros. Pictures","Veteran buttoned-down LAPD detective Roger Murtaugh is partnered with unhinged cop Martin Riggs, who -- distraught after his wife's death -- has a death wish and takes unnecessary risks with criminals at every turn. The odd couple embark on their first homicide investigation as partners, involving a young woman known to Murtaugh with ties to a drug and prostitution ring.",If these two can learn to stand each other... the bad guys don't stand a chance.,0.0,0.0
1987,tt0093773,Predator,nowomen,FAIL,36907153,122481612.0,201487544.0,False,"Science Fiction,Action,Adventure,Thriller","Silver Pictures,20th Century Fox,Lawrence Gordon Productions,Davis Entertainment,Amercent Films,American Entertainment Partners L.P.,Estudios Churubusco Azteca S.A.",A team of elite commandos on a secret mission in a Central American jungle come to find themselves hunted by an extraterrestrial warrior.,Soon the hunt will begin.,0.0,0.0
1987,tt0093818,Radio Days,notalk,FAIL,32806358,30331075.0,30331075.0,False,"Comedy,Drama,Music",Orion Pictures,"The Narrator tells us how the radio influenced his childhood in the days before TV. In the New York City of the late 1930s to the New Year's Eve 1944, this coming-of-age tale mixes the narrator's experiences with contemporary anecdotes and urban legends of the radio stars.",,0.0,0.0
1987,tt0093870,RoboCop,notalk,FAIL,246047687,112289613.0,454321579.0,False,"Action,Thriller,Science Fiction","Orion Pictures,Metro-Goldwyn-Mayer","In a violent, near-apocalyptic Detroit, evil corporation Omni Consumer Products wins a contract from the city government to privatize the police force. To test their crime-eradicating cyborgs, the company leads street cop Alex Murphy into an armed confrontation with crime lord Boddicker so they can use his body to support their untested RoboCop prototype. But when RoboCop learns of the company's nefarious plans, he turns on his masters.",Part man. Part machine. All cop. The future of law enforcement.,0.0,0.0
1987,tt0094012,Spaceballs,dubious,FAIL,46544021,78160088.0,78160088.0,False,"Comedy,Science Fiction","Brooksfilms Ltd.,Metro-Goldwyn-Mayer","When the nefarious Dark Helmet hatches a plan to snatch Princess Vespa and steal her planet's air, space-bum-for-hire Lone Starr and his clueless sidekick fly to the rescue. Along the way, they meet Yogurt, who puts Lone Starr wise to the power of ""The Schwartz."" Can he master it in time to save the day?",May the schwartz be with you.,0.0,0.0
1987,tt0094074,Superman IV: The Quest for Peace,ok,PASS,34856756,23021501.0,23021501.0,False,"Action,Adventure,Science Fiction","Cannon Group,London-Cannon Films,Golan-Globus Productions,Warner Bros. Pictures","With global superpowers engaged in an increasingly hostile arms race, Superman leads a crusade to rid the world of nuclear weapons. But Lex Luthor, recently sprung from jail, is declaring war on the Man of Steel and his quest to save the planet. Using a strand of Superman's hair, Luthor synthesizes a powerful ally known as Nuclear Man and ignites an epic battle spanning Earth and space.","Nuclear Power. In the best hands, it is dangerous. In the hands of Lex Luthor, it is pure evil. This is Superman's greatest battle. And it is for all of us.",0.0,0.0
1987,tt0093389,The Last Emperor,dubious,FAIL,51259935,90184679.0,90184679.0,False,"Drama,History","Hemdale Film Corporation,Recorded Pictures Company,Soprofilms,TAO Film,Yanco,Columbia Pictures","A dramatic history of Puyi, the last of the Emperors of China, from his lofty birth and brief reign in the Forbidden City, the object of worship by half a billion people; through his abdication, his decline and dissolute lifestyle; his exploitation by the invading Japanese, and finally to his obscure existence as just another peasant worker in the People's Republic.","1500 slaves. 353,260,000 royal subjects. Warlords. Concubines. And 2 wives. He was the loneliest boy in the world.",0.25,0.0
1987,tt0093437,The Lost Boys,notalk,FAIL,17428378,66069067.0,66069067.0,False,"Horror,Comedy,Thriller",Warner Bros. Pictures,A mother and her two teenage sons move to a seemingly nice and quiet small coastal California town yet soon find out that it's overrun by bike gangs and vampires. A couple of teenage friends take it upon themselves to hunt down the vampires that they suspect of a few mysterious murders and restore peace and calm to their town.,Sleep all day. Party all night. Never grow old. Never die. It's fun to be a vampire.,0.0,0.0
1987,tt0093779,The Princess Bride,men,FAIL,30755961,63269112.0,63269112.0,False,"Adventure,Family,Fantasy,Comedy,Romance","The Princess Bride Ltd.,Buttercup Films Ltd.,Act III Productions","In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing.",It's as real as the feelings you feel.,0.0,0.0
1986,tt0090605,Aliens,ok,PASS,36104000,180860331.0,389321020.0,False,"Action,Thriller,Science Fiction","Brandywine Productions,SLM Production Group,20th Century Fox","When Ripley's lifepod is found by a salvage crew over 50 years later, she finds that terra-formers are on the very planet they found the alien species. When the company sends a family of colonists out to investigate her story—all contact is lost with the planet and colonists. They enlist Ripley and the colonial marines to return and search for answers.",This time it's war.,1.0,0.0
